"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available"
"0500000US48409","San Patricio County, Texas","21872","1351","1628","749","7506","1286","8171","1485","3152","987","1415","550","5608","1280","937","601","4000","1030","566","441","39","67","66","106","5937","967","487","406","1377","545","3472","841","336","199","265","215","4101","1046","98","105","1140","568","1509","674","1046","455","308","380","6226","1190","106","115","989","534","2624","909","1731","828","776","383"
"0500000US48423","Smith County, Texas","78600","2407","3071","958","23736","3061","34277","3169","12066","1940","5450","1178","19996","2744","2590","934","13249","2504","3419","1121","738","471","0","234","26850","2892","257","204","5146","1412","15734","2104","4791","1480","922","657","11913","1815","16","26","2617","978","5136","1429","3099","858","1045","538","19841","2148","208","232","2724","1210","9988","1564","3438","947","3483","1091"
"0500000US48439","Tarrant County, Texas","727094","5181","31745","3205","225951","7054","307244","9291","112710","5027","49444","3267","187233","8685","21489","2899","136887","7202","23558","3095","3643","1061","1656","756","229106","7775","5186","1122","47376","3302","147261","7085","23985","2337","5298","1405","122138","6244","2633","1056","22171","3379","52139","4424","36240","3024","8955","1644","188617","6997","2437","781","19517","2616","84286","5636","48842","3446","33535","2966"
"0500000US48441","Taylor County, Texas","50282","1592","3080","1024","16741","1987","21282","2395","6972","1311","2207","689","14239","1753","2221","822","10029","1658","1607","604","156","179","226","188","17686","1552","763","557","3872","935","9811","1447","2704","762","536","404","6163","1292","0","234","1065","702","3281","956","1439","659","378","318","12194","1664","96","155","1775","840","6583","1454","2673","890","1067","431"
"0500000US48451","Tom Green County, Texas","43604","1687","1464","646","13913","1922","17728","2227","8623","1768","1876","744","12894","1843","725","426","9688","1564","1934","835","323","384","224","248","13896","1575","377","345","3041","953","8384","1361","1953","654","141","142","5924","1286","199","241","414","303","3142","1124","1920","769","249","219","10890","1485","163","235","770","575","4268","1261","4427","1592","1262","625"
"0500000US48453","Travis County, Texas","507751","5452","30498","3322","187217","6340","199615","7096","66936","5623","23485","3239","157034","5775","18995","2273","122876","5568","12244","2394","2725","1740","194","214","170668","7436","7050","1781","37953","3885","103538","5637","19221","2825","2906","1038","72509","5437","1941","889","13151","2745","32676","3629","20164","2514","4577","1112","107540","5248","2512","1062","13237","2861","51157","4187","24826","3244","15808","2907"
"0500000US48469","Victoria County, Texas","30058","1589","2180","1001","9050","1499","12288","1424","5229","1149","1311","579","7912","1473","963","509","5103","1280","1597","568","198","171","51","88","11585","1330","889","686","2424","738","5809","1084","1798","752","665","452","4594","1077","273","293","853","516","1859","686","1268","550","341","278","5967","1090","55","100","670","368","3023","780","1965","769","254","190"
"0500000US48471","Walker County, Texas","22201","1485","978","490","8136","1909","7730","1673","3586","1413","1771","967","6890","1709","750","517","5516","1704","558","395","66","110","0","234","7442","1349","137","134","1875","1073","4032","1099","913","609","485","523","2877","1148","0","234","453","606","1723","876","608","493","93","131","4992","1701","91","118","292","302","1417","856","1999","1146","1193","849"
"0500000US48479","Webb County, Texas","76326","2150","3911","864","24778","2649","28053","2744","12232","2063","7352","1872","11630","1800","1552","636","7794","1609","1822","1036","226","223","236","196","17416","1750","868","420","6143","1289","8414","1354","1465","582","526","421","13679","1897","646","359","4836","1103","5182","1361","2499","1051","516","300","33601","2720","845","508","6005","1405","12635","1584","8042","1842","6074","1814"
"0500000US48485","Wichita County, Texas","48315","2499","3876","1178","17141","1935","18822","1990","6606","1229","1870","777","16309","2027","3044","1064","11499","1655","1650","675","116","186","0","234","16451","1739","452","362","3088","863","10047","1427","2193","619","671","504","6074","1232","348","281","1348","591","1853","747","2049","713","476","373","9481","1444","32","56","1206","649","5272","1150","2248","704","723","392"
"0500000US48491","Williamson County, Texas","193008","2970","5142","1171","57794","3991","92203","4574","28112","2538","9757","1822","43895","3876","3429","1004","34491","3509","5353","1452","612","360","10","15","65756","4254","967","594","12758","1849","43724","3797","6845","1275","1462","498","32769","3024","287","302","5636","1432","15459","1914","9055","1496","2332","804","50588","3531","459","431","4909","1676","27667","2689","11600","1954","5953","1532"
"0500000US48497","Wise County, Texas","22882","1087","358","278","4231","960","9487","1451","6472","1157","2334","729","4848","1120","254","236","3276","907","1036","532","265","244","17","28","7398","959","88","154","505","326","3923","889","2398","524","484","273","3164","932","16","31","341","250","1412","647","1078","609","317","254","7472","1155","0","234","109","97","3116","927","2731","1074","1516","636"
"0500000US49005","Cache County, Utah","40206","1109","2210","890","8267","1238","16858","1618","7990","945","4881","884","5604","1052","952","424","3789","806","698","427","104","91","61","97","13926","1388","574","501","3352","816","7320","1103","2244","520","436","217","5819","1256","0","198","621","379","2865","926","1749","545","584","234","14857","1298","684","586","505","332","5975","1054","3893","727","3800","899"
"0500000US49011","Davis County, Utah","109358","1333","3040","950","21570","2449","47079","3070","24352","2105","13317","1520","17697","2080","1876","767","11265","1711","3705","991","713","501","138","174","35115","2558","752","490","5940","1389","20216","2303","6209","1144","1998","759","17112","2077","364","324","2399","888","5589","1141","6581","1317","2179","705","39434","2480","48","81","1966","914","17569","1753","10849","1454","9002","1351"
"0500000US49035","Salt Lake County, Utah","384692","3966","20127","2276","100035","4660","152390","5398","69721","4318","42419","3179","88680","3857","13626","1956","61520","3412","10457","1650","2058","909","1019","531","120200","5426","3960","1116","22454","2980","71492","3509","18104","2073","4190","1023","61948","4157","1199","552","7895","1698","24989","2571","19596","2585","8269","1434","113864","4468","1342","693","8166","1788","45452","3234","29963","2732","28941","2931"
"0500000US49045","Tooele County, Utah","21292","786","580","449","2300","754","8724","1517","6357","1283","3331","1133","3214","1014","309","283","1744","660","719","425","442","489","0","198","6608","1249","105","171","167","152","3690","1214","2382","851","264","212","3784","1207","0","198","36","56","1125","724","1354","526","1269","811","7686","1240","166","298","353","300","3190","1110","2179","849","1798","630"
"0500000US49049","Utah County, Utah","178152","1695","3997","815","36155","2275","74520","2843","36222","2555","27258","2464","20038","2332","1515","411","14262","1929","3486","805","517","369","258","233","52651","2693","711","322","12384","1715","29195","2156","7698","1109","2663","669","29066","2216","870","574","3864","984","12024","1392","9051","1263","3257","889","76397","2647","901","388","5645","1220","29815","1927","18956","2068","21080","2058"
"0500000US49053","Washington County, Utah","63144","2292","1497","622","15518","2044","28732","2525","11001","1969","6396","1504","11900","1909","1118","599","8131","1678","2391","1096","213","161","47","60","26260","2078","31","52","5765","1392","14999","1732","4095","1090","1370","686","6683","1436","195","237","448","313","2742","856","2264","980","1034","604","18301","2239","153","147","1174","555","8600","2040","4429","1360","3945","1098"
"0500000US49057","Weber County, Utah","87863","1481","3649","968","22600","2344","32611","2165","18307","1786","10696","1627","19477","2239","2779","905","12932","1758","2771","686","903","553","92","114","25977","2211","401","299","4922","1163","14283","1561","4433","925","1938","824","14768","1832","328","256","2190","799","5975","1275","4499","1049","1776","555","27641","2456","141","115","2556","926","9582","1639","8472","1416","6890","1334"
"0500000US50007","Chittenden County, Vermont","68516","975","5203","1299","25286","2345","26598","2144","8023","1190","3406","854","18971","2001","3114","1029","14809","2065","1019","442","20","34","9","15","27409","1838","1332","664","7262","1348","15172","1643","2578","751","1065","592","9378","1369","326","316","2278","850","3426","785","2650","767","698","354","12758","1322","431","299","937","487","6981","949","2775","707","1634","678"
"0500000US51003","Albemarle County, Virginia","43754","1134","1822","701","13330","1697","16899","1667","7712","1434","3991","904","14572","1705","1478","677","9170","1480","2417","895","1281","783","226","352","14384","1448","268","243","2365","730","8747","1292","2003","601","1001","352","7005","1320","21","37","1309","695","2118","715","2501","848","1056","418","7793","1209","55","88","486","430","3617","730","1927","757","1708","640"
"0500000US51013","Arlington County, Virginia","111887","1847","13994","1959","51892","3010","35982","2959","7797","1367","2222","712","42425","3045","9303","1673","28286","2722","4445","1363","303","259","88","146","39603","3152","3071","922","16453","2065","17906","2466","1809","680","364","302","13302","1881","651","404","4046","1286","5521","1263","2556","660","528","256","16557","1868","969","722","3107","872","8110","1331","3129","965","1242","573"
"0500000US51015","Augusta County, Virginia","29951","1333","1143","583","5195","999","10638","1547","7520","1365","5455","1183","6759","1202","810","514","2968","836","2410","850","124","141","447","345","13974","1466","203","200","1427","628","5980","1255","4076","1033","2288","729","4086","965","0","208","572","397","964","577","1267","501","1283","537","5132","1106","130","153","228","237","1284","539","2053","664","1437","589"
"0500000US51019","Bedford County, Virginia","31390","1264","1168","541","7321","1055","12108","1334","8232","1284","2561","754","7717","1320","825","490","4153","860","1990","770","660","519","89","104","13648","1321","134","123","2049","705","6170","995","4473","1059","822","359","4663","1028","209","224","381","286","1418","600","2183","694","472","317","5362","1163","0","208","738","458","2530","994","916","430","1178","490"
"0500000US51041","Chesterfield County, Virginia","128920","1764","3128","794","31324","2367","52490","3357","26155","2619","15823","2023","30646","2630","2035","700","20153","2064","6076","1203","1283","551","1099","716","43686","3131","700","462","6158","1460","25020","2517","8288","1370","3520","930","22611","2397","274","217","2618","969","7223","1450","8443","1270","4053","964","31977","2370","119","145","2395","850","14171","2251","8141","1584","7151","1401"
"0500000US51059","Fairfax County, Virginia","400186","2978","17636","2136","118580","3785","174465","4617","60600","3679","28905","2283","93110","4142","9997","1667","69387","3413","10719","1621","2134","899","873","658","126444","4390","3062","873","26164","2598","77676","3691","15526","1571","4016","757","72344","4283","1793","732","10649","2074","33127","2795","20453","2490","6322","1240","108288","3984","2784","1015","12380","2121","52943","3331","22487","2056","17694","2028"
"0500000US51061","Fauquier County, Virginia","24270","1052","955","622","4560","1020","9892","1288","4701","895","4162","778","5287","1190","534","418","2421","805","1915","678","311","229","106","106","8214","1091","133","131","861","404","4009","791","2043","627","1168","490","4012","832","0","208","466","313","1632","652","1129","421","785","353","6757","1004","288","437","812","493","2336","782","1218","441","2103","566"
"0500000US51069","Frederick County, Virginia","32010","1398","776","340","7388","1220","13667","1427","5628","1256","4551","906","6394","1211","432","245","4117","870","1294","546","475","470","76","95","12937","1564","241","217","1882","782","7127","1205","1951","756","1736","610","5631","1255","103","171","873","640","2379","1045","1398","645","878","462","7048","968","0","208","516","442","2867","716","1804","746","1861","667"
"0500000US51085","Hanover County, Virginia","39521","1078","652","357","7958","1345","15205","1401","10105","1183","5601","1162","7762","1388","396","291","5367","1236","1739","523","117","114","143","124","16245","1612","104","93","1710","755","8174","1226","4762","930","1495","565","6587","1036","56","93","523","428","1582","532","2562","615","1864","671","8927","1186","96","119","358","296","3710","830","2664","692","2099","583"
"0500000US51087","Henrico County, Virginia","130591","1988","7184","1608","45505","2824","45158","2947","19312","2264","13432","2104","42371","2886","5374","1332","28609","2700","6373","1507","1757","939","258","214","44895","3287","1353","685","9347","1999","22735","2382","6432","1130","5028","1247","18698","2158","255","216","2874","1055","8284","1530","5406","1334","1879","685","24627","2525","202","167","4675","1451","7766","1395","5717","1403","6267","1403"
"0500000US51095","James City County, Virginia","30262","1513","773","471","8202","1412","13764","1481","5379","1044","2144","664","7721","1154","565","390","5939","1125","869","396","268","274","80","133","12713","1336","107","122","1493","586","8177","1149","2594","895","342","299","5001","1098","101","165","570","449","2355","872","1207","512","768","482","4827","948","0","208","200","243","2363","763","1310","519","954","472"
"0500000US51107","Loudoun County, Virginia","133750","1935","4063","991","26517","2187","63767","2990","26981","2517","12422","1635","23263","2159","2237","705","16615","1859","3160","816","431","306","820","752","37660","2520","543","326","5037","1142","24120","2035","6643","1248","1317","566","25251","2478","189","226","2295","846","11916","1778","7513","1504","3338","968","47576","3039","1094","570","2570","907","24571","2146","12394","1732","6947","1163"
"0500000US51121","Montgomery County, Virginia","36244","1423","1950","813","9277","1681","15028","1735","5561","1214","4428","1132","10972","1676","1230","598","6774","1569","1578","804","1066","890","324","356","13619","1611","553","582","1628","604","9027","1607","1453","535","958","517","5079","1060","167","173","398","254","2008","659","1675","602","831","501","6574","1259","0","208","477","276","2415","931","1367","529","2315","908"
"0500000US51153","Prince William County, Virginia","143508","1907","3779","861","32724","2712","63873","2972","27901","2531","15231","1616","26916","2506","2102","768","17648","1893","5329","1144","1440","633","397","349","42482","2723","624","316","6926","1538","25499","1908","7281","1238","2152","660","25340","2379","481","401","3682","1377","11142","1670","6895","1120","3140","1021","48770","2914","572","359","4468","1430","21903","2195","12285","1813","9542","1276"
"0500000US51161","Roanoke County, Virginia","37506","1472","1590","716","10636","1630","14066","1617","6333","1169","4881","982","11443","1632","1140","691","7874","1325","1889","742","342","229","198","301","11954","1464","369","288","1564","651","6079","1154","2661","738","1281","571","6092","1305","33","62","502","298","2755","999","1828","676","974","416","8017","1379","48","82","696","508","3343","889","1502","589","2428","798"
"0500000US51165","Rockingham County, Virginia","30462","1157","1049","414","6470","1217","11001","1435","6438","1062","5504","1313","5663","974","508","294","3059","831","1245","608","673","294","178","191","12190","1252","259","209","1600","637","5980","1012","2813","718","1538","611","4648","1059","282","210","534","431","1554","704","1202","397","1076","410","7961","1347","0","208","1277","753","2222","657","1750","510","2712","998"
"0500000US51177","Spotsylvania County, Virginia","46427","1134","1023","524","11770","1503","18966","1685","9511","1421","5157","890","9699","1359","643","489","7025","1259","1760","629","164","137","107","105","16350","1500","212","149","2781","843","8181","1180","3819","849","1357","493","6811","1099","63","106","668","365","2888","790","2503","713","689","269","13567","1429","105","131","1296","699","6137","1042","3025","793","3004","672"
"0500000US51179","Stafford County, Virginia","48092","1304","1416","576","8785","1537","18631","1669","10272","1186","8988","1263","7854","1459","878","485","4939","1123","1254","542","399","378","384","530","13516","1263","221","221","1819","743","6766","942","2580","618","2130","644","9725","1433","0","208","674","605","4510","1257","2982","609","1559","605","16997","1555","317","325","1353","840","6101","1302","4311","984","4915","943"
"0500000US51199","York County, Virginia","26008","921","901","459","5540","1000","10123","1192","5062","1041","4382","804","6012","1107","257","169","3732","812","1179","620","495","479","349","349","9047","1351","519","426","936","483","4313","981","1828","533","1451","841","4541","1129","0","208","536","383","1443","650","1535","707","1027","498","6408","1170","125","157","336","281","3188","817","1204","617","1555","737"
"0500000US51510","Alexandria city, Virginia","71005","1523","8182","1438","35566","2815","22450","1868","3942","1019","865","431","30441","2359","5011","1034","22900","2080","2427","917","103","127","0","208","21960","2019","1522","661","7485","1501","11380","1496","1284","486","289","196","8784","1650","366","402","3085","1071","4217","995","865","577","251","344","9820","1478","1283","917","2096","798","4426","944","1690","716","325","215"
"0500000US51550","Chesapeake city, Virginia","86878","1764","5138","1532","20815","2495","37178","2365","15388","2302","8359","1637","18624","2465","3097","1166","10743","1846","3822","982","583","583","379","332","30866","2164","1233","875","5295","1394","17884","1834","4687","1069","1767","742","16481","2344","389","463","2994","1178","6106","1383","4907","1468","2085","915","20907","2284","419","289","1783","889","9366","1590","5211","1270","4128","1135"
"0500000US51650","Hampton city, Virginia","55633","1442","4193","1215","20465","2342","20023","2193","6935","1352","4017","1144","17829","2156","2418","916","12421","2081","2583","619","407","281","0","208","18709","2157","1096","615","4207","1032","9075","1595","3088","911","1243","469","8348","1574","339","421","1325","665","4195","1243","1861","798","628","331","10747","1805","340","310","2512","1019","4170","1227","1579","714","2146","972"
"0500000US51680","Lynchburg city, Virginia","28950","1238","1943","560","9485","1253","12231","1332","3268","852","2023","679","8653","1192","856","318","5641","1060","2091","738","51","88","14","24","10232","1450","330","253","1965","782","6890","1154","662","342","385","345","4973","1171","292","282","1211","695","1496","777","1756","790","218","173","5092","1022","465","343","668","441","1754","621","799","396","1406","580"
"0500000US51700","Newport News city, Virginia","70918","2279","9044","1529","25492","2531","23642","2429","9463","1618","3277","798","25052","2328","4918","1165","15505","1871","3787","930","338","213","504","436","23296","2092","1458","844","5935","1209","11098","1765","4132","1040","673","269","10925","1707","1471","792","2991","1022","3548","965","2456","876","459","297","11645","1802","1197","789","1061","649","5209","1325","2537","1005","1641","564"
"0500000US51710","Norfolk city, Virginia","88387","2248","10603","1503","34746","2725","29614","2442","9222","1535","4202","815","31071","2249","6184","1089","19960","2075","4064","932","841","514","22","37","28794","1937","2565","969","8112","1403","14270","1408","2489","617","1358","469","12812","1961","1092","545","3236","1033","4785","996","2989","854","710","326","15710","1763","762","435","3438","1101","6495","1390","2903","800","2112","634"
"0500000US51740","Portsmouth city, Virginia","36089","1133","3766","989","14436","1401","11557","1185","4588","922","1742","607","11662","1271","2402","728","7273","1132","1695","563","273","204","19","35","12931","1610","818","537","4480","1203","5274","1101","1930","608","429","286","5737","1192","280","239","1158","557","2892","873","1232","441","175","181","5759","1111","266","236","1525","760","1696","558","1153","465","1119","485"
"0500000US51760","Richmond city, Virginia","89878","2207","13312","1808","36987","2504","26778","2465","9334","1463","3467","883","39639","3128","8887","1805","24678","2434","4596","1215","795","510","683","643","30666","2231","2642","881","6792","1283","15947","1648","4566","1124","719","342","10268","1690","1063","705","2714","911","3194","826","2378","726","919","518","9305","1702","720","429","2803","1063","3041","943","1595","692","1146","486"
"0500000US51770","Roanoke city, Virginia","40810","1405","4563","1138","17057","1828","13521","1844","4438","1164","1231","700","16340","1972","2899","1026","10492","1637","2736","856","97","103","116","115","13914","1725","1247","521","3311","1147","7293","1277","1829","763","234","190","4766","981","283","268","1532","687","1441","705","1069","513","441","399","5790","1193","134","165","1722","795","2051","814","1443","762","440","473"
"0500000US51800","Suffolk city, Virginia","34597","1038","1522","669","8731","1324","13944","1564","6934","1179","3466","878","8010","1374","1049","568","4431","883","1838","796","589","444","103","134","10521","1242","348","271","1780","595","5451","1039","2176","449","766","280","7706","1503","0","208","1453","813","2762","871","2552","881","939","419","8360","1032","125","129","1067","636","3893","925","1617","462","1658","630"
"0500000US51810","Virginia Beach city, Virginia","175029","2072","8160","1488","49750","3353","74203","3685","29658","2578","13258","1778","43414","3345","4607","1156","30702","3188","6098","1314","1838","749","169","154","63708","3716","2411","914","12242","1804","37115","2876","9853","1611","2087","645","29654","2922","718","369","4437","1136","13755","2222","7971","1652","2773","1026","38253","3262","424","338","2369","858","17235","2299","9996","1489","8229","1674"
"0500000US53005","Benton County, Washington","73678","1554","4287","1407","19611","2287","25285","2706","16308","1901","8187","1542","20038","2344","3310","1308","11612","1837","3965","1209","925","461","226","196","23610","2006","376","321","4032","973","11471","1885","5433","1090","2298","738","11503","1813","415","487","1823","882","3240","1059","3869","999","2156","824","18527","2040","186","161","2144","882","6609","1490","6081","1396","3507","1058"
"0500000US53007","Chelan County, Washington","28974","1437","1731","761","7959","1327","11463","1326","5095","1265","2726","789","7861","1200","1323","701","4627","1011","1419","565","290","214","202","199","9816","1352","384","407","1500","665","5423","1117","1991","780","518","292","3983","1167","24","40","622","430","1554","820","1237","598","546","474","7314","1300","0","210","1210","671","3067","960","1577","638","1460","588"
"0500000US53009","Clallam County, Washington","33022","1395","1671","548","9895","1282","12704","1476","5303","1086","3449","827","9691","1269","1377","539","6258","1097","1447","530","285","192","324","317","15071","1353","260","219","2707","813","8458","1077","2500","559","1146","576","3646","925","34","58","476","375","1340","560","920","476","876","477","4614","947","0","210","454","331","1459","613","1598","723","1103","383"
"0500000US53011","Clark County, Washington","180862","1845","9372","1923","46904","3281","69619","3898","35175","2621","19792","2267","39996","2826","6274","1574","26088","2106","5697","1264","1432","499","505","304","67202","3703","2151","843","12180","1595","37251","3099","11116","1511","4504","1159","28911","3072","414","254","4395","1164","9795","1896","9669","1773","4638","1206","44753","3190","533","336","4241","1116","16876","1810","12958","1653","10145","1467"
"0500000US53015","Cowlitz County, Washington","42790","1091","2803","814","11821","1876","15719","1852","7931","1623","4516","928","12580","1570","2244","733","6991","1563","2490","913","733","472","122","161","15213","1415","376","273","2809","681","8830","1332","2228","760","970","541","6056","1593","0","210","964","630","2045","869","2083","984","964","427","8941","1451","183","193","1057","729","2354","744","2887","1019","2460","779"
"0500000US53021","Franklin County, Washington","28162","801","1139","714","7596","1389","9924","1856","5228","1267","4275","1165","5053","1031","389","315","3296","942","1086","591","56","98","226","270","7252","1299","0","210","1452","783","3434","882","1198","523","1168","572","4396","1335","0","210","690","675","2246","1036","1028","632","432","269","11461","1600","750","639","2158","1004","3158","1004","2946","1027","2449","995"
"0500000US53025","Grant County, Washington","30866","1944","1406","674","7680","1456","12169","1693","6095","1607","3516","1039","6999","1288","1277","642","3944","1001","1094","572","607","394","77","105","9706","1304","129","170","2053","825","4483","1046","1961","630","1080","613","4762","1404","0","210","901","610","2039","941","1565","823","257","172","9399","1401","0","210","782","415","4553","1165","1962","976","2102","814"
"0500000US53027","Grays Harbor County, Washington","29920","1485","1949","702","8131","1336","9568","1592","6063","1269","4209","1147","8564","1544","1723","665","4759","1069","1168","483","74","91","840","690","11170","1186","226","225","2542","709","4825","1038","2400","816","1177","481","4429","1007","0","210","534","431","1820","681","1501","601","574","385","5757","1177","0","210","296","270","1755","666","2088","645","1618","692"
"0500000US53029","Island County, Washington","35586","1400","1140","496","8251","1474","16235","1539","5916","1181","4044","879","9131","1455","617","355","5140","1081","2476","739","136","168","762","506","15940","1373","126","113","2020","807","9119","1175","3259","788","1416","580","4154","1000","121","180","483","364","1895","697","1255","561","400","216","6361","1199","276","297","608","472","2745","903","1266","530","1466","506"
"0500000US53033","King County, Washington","907761","5540","104214","6163","307048","8450","323168","8608","117743","5054","55588","3595","266785","7575","72349","5218","165545","6650","22620","2567","4155","1262","2116","815","317985","7748","21310","3037","91821","5300","156552","5704","38417","3043","9885","1542","137695","6248","5238","1671","29949","3292","59384","4182","31945","3020","11179","1638","185296","6821","5317","1471","19733","2790","84612","5441","43226","3387","32408","3195"
"0500000US53035","Kitsap County, Washington","107525","1905","4611","1181","27030","2468","42882","3017","21477","2591","11525","1612","25469","2430","3824","1031","15680","2022","4359","1133","1320","592","286","182","41242","2561","590","437","6928","1272","21207","2114","9614","1746","2903","947","16653","2541","99","108","2572","849","6657","1779","5390","1362","1935","592","24161","2082","98","122","1850","842","10659","1539","5153","1207","6401","1090"
"0500000US53041","Lewis County, Washington","31879","1111","1628","539","7183","1096","10405","1425","7519","1244","5144","1060","8301","1331","1098","476","4680","1045","1678","633","619","329","226","215","12299","1401","339","204","1404","574","5595","1101","3568","937","1393","642","5121","1038","108","181","545","391","1251","503","1604","634","1613","654","6158","1013","83","87","554","373","1881","532","1728","652","1912","673"
"0500000US53045","Mason County, Washington","24820","1724","958","495","4963","1222","9719","1240","5718","1108","3462","940","4933","1196","731","450","2403","912","1223","586","367","299","209","256","11095","1339","118","211","1458","692","5719","1044","2975","860","825","459","3353","938","70","119","563","370","1193","528","1211","571","316","311","5439","1182","39","61","539","459","1584","676","1165","569","2112","830"
"0500000US53053","Pierce County, Washington","333657","3333","15384","2156","96390","5067","127362","5092","61004","3809","33517","2733","86344","4796","10532","2051","56828","3692","13503","1942","3841","1146","1640","643","114593","4540","3250","991","24737","3005","60109","2785","19921","2060","6576","1105","54760","3675","551","368","7097","1686","21688","2934","17222","1964","8202","1502","77960","4202","1051","451","7728","1688","32062","2948","20020","1974","17099","2226"
"0500000US53057","Skagit County, Washington","49043","1429","1874","615","12713","1477","17556","1858","11534","1592","5366","1006","13012","1481","1285","467","8465","1233","2268","599","577","334","417","277","18475","1502","134","104","2838","697","9474","1362","4953","1158","1076","392","5930","1174","67","104","615","344","2354","732","1937","749","957","404","11626","1385","388","371","795","549","3460","869","4067","984","2916","823"
"0500000US53061","Snohomish County, Washington","299827","3248","14464","2032","78515","4086","121067","3996","51118","3245","34663","2586","68543","3742","10174","1666","45192","3606","10148","1692","2591","819","438","266","103932","4617","2533","941","20254","2436","57222","3602","16392","1717","7531","1370","54506","3847","691","462","7326","1793","24345","2722","13680","1906","8464","1374","72846","4486","1066","493","5743","1401","29352","2970","18455","2490","18230","2119"
"0500000US53063","Spokane County, Washington","211723","2427","15717","2332","61851","3882","79232","3452","35984","2796","18939","1962","61640","3482","11872","1976","38600","3163","8747","1642","1777","615","644","411","76476","3853","2134","819","14594","2061","40658","3078","15020","1909","4070","1081","29549","2567","1063","583","4880","1479","11263","1716","8251","1554","4092","1056","44058","3036","648","308","3777","1034","18564","2280","10936","1691","10133","1741"
