Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
5/1/2021,39071,17,Highland ,OH,21.1,9115,9115,24.9,9097,27.6,4631,56.7,97.5,10401,24.1,10401,28.4,10351,31.4,4961,60.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,39007,17,Ashtabula ,OH,27,26295,26295,31.5,26227,34.6,12497,65.5,97.5,31634,32.5,31634,37.9,31351,41.3,13099,68.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,55039,17,Fond du Lac ,WI,31.3,32376,32376,36.2,32241,39.6,14854,75.6,97.2,39269,38,39268,44,38921,47.8,15562,79.2,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,46117,17,Stanley ,SD,40.1,1241,1241,47.8,1236,53.4,510,80.8,80.4,1467,47.4,1467,56.5,1453,62.7,553,87.6,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,55077,17,Marquette ,WI,32.9,5125,5125,37.6,5111,40.6,2842,72.7,97.2,6062,38.9,6061,44.5,6025,47.9,3002,76.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,48327,17,Menard ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,1015,17,Calhoun ,AL,21.6,24566,24566,25.1,24525,27.5,11865,57.7,92.1,33286,29.3,33285,34,33175,37.2,14554,70.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,1127,17,Walker ,AL,23,14637,14637,27,14615,29.6,7461,60.1,92.1,19588,30.8,19585,36.2,19516,39.5,9154,73.8,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,13297,17,Walton ,GA,10,9419,9419,11.8,9398,13.1,5003,33.6,48.6,12070,12.8,12068,15.1,11998,16.8,5677,38.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,5047,17,Franklin ,AR,25.7,4557,4557,30,4547,33.1,2120,60,89,5428,30.6,5428,35.7,5385,39.1,2279,64.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,17049,17,Effingham ,IL,25,8507,8507,29.8,8477,32.8,3899,64.1,97.5,12203,35.9,12200,42.7,12126,46.9,5347,87.8,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,29186,17,Ste. Genevieve ,MO,24.2,4326,4326,28.1,4321,30.9,2182,60.6,90.7,5582,31.2,5582,36.3,5567,39.8,2480,68.9,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,35005,17,Chaves ,NM,19.2,12414,12414,23,12383,25.9,5307,50.9,76.1,12817,19.8,,0,,0,,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,26025,17,Calhoun ,MI,28.2,37805,37805,33.1,37687,36.3,16416,67.2,94.8,48947,36.5,48946,42.9,48388,46.6,18481,75.6,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,1097,17,Mobile ,AL,23.3,96277,96277,27.6,95899,30.3,40021,58.2,92.1,118211,28.6,118209,33.9,117410,37.1,46896,68.2,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,55045,17,Green ,WI,41,15164,15164,47.6,15007,52.1,5927,83.3,97.2,17370,47,17370,54.5,17066,59.3,6142,86.3,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,47151,17,Scott ,TN,20.8,4600,4600,24.6,4595,27.4,2138,56.4,98.1,5291,24,5291,28.3,5261,31.4,2259,59.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,72055,17,Guanica Municipio,PR,20.6,3166,3166,23.1,3164,25.1,1647,63,96,5079,33,5077,37,5015,39.7,2045,78.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,35015,17,Eddy ,NM,17.2,10083,10083,21,10037,23.4,3507,41.1,76.1,10959,18.7,,0,,0,,0,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,39053,17,Gallia ,OH,28.1,8391,8391,33.1,8349,36.2,3784,65.6,97.5,9138,30.6,9138,36,9057,39.2,3972,68.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,38019,17,Cavalier ,ND,43.3,1630,1630,51.2,1609,55.3,738,71.6,95.7,1779,47.3,1779,55.8,1756,60.3,778,75.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,36003,17,Allegany ,NY,25.8,11885,11885,29.6,11820,32.1,4939,54.5,97.2,13118,28.5,13118,32.7,13009,35.3,5219,57.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,56031,17,Platte ,WY,24.5,2055,2055,28.2,2052,30.7,1269,58.3,96.8,2404,28.6,2404,33,2399,35.9,1363,62.6,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,29095,17,Jackson ,MO,27.8,195438,195436,32.9,194489,36.1,71357,66,90.7,261443,37.2,261420,44.1,257792,47.9,82745,76.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,19111,17,Lee ,IA,29.5,9916,9916,34.3,9910,37.4,5098,72.2,97.4,12187,36.2,12187,42.2,12157,45.9,5588,79.2,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,72035,17,Cayey Municipio,PR,25.6,10855,10854,28.7,10841,31.1,4730,65.6,96,16100,38,16098,42.6,15934,45.8,5473,75.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,17105,17,Livingston ,IL,23.5,8369,8369,27.3,8346,29.8,4156,60.1,97.5,12794,35.9,12777,41.7,12652,45.2,5675,82.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,51678,17,Lexington city,VA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/1/2021,29227,17,Worth ,MO,27.1,545,545,31.1,545,33.7,317,60.7,90.7,608,30.2,608,34.7,608,37.6,334,64,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,27013,17,Blue Earth ,MN,33,22343,22343,38.1,22217,41,8273,85.9,95.4,29306,43.3,29303,50,28951,53.4,8862,92.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,37187,17,Washington ,NC,25.8,2993,2992,29.7,2989,32.2,1754,59.8,96.4,3902,33.7,3900,38.7,3881,41.8,2148,73.3,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,37017,17,Bladen ,NC,20.2,6601,6600,23.1,6577,25.2,3745,50.2,96.4,8796,26.9,8794,30.8,8740,33.5,4715,63.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,21069,17,Fleming ,KY,27.4,3993,3993,32.5,3986,36.2,1810,69,93.4,4713,32.3,4713,38.4,4694,42.6,1981,75.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,48345,17,Motley ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,48501,17,Yoakum ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/1/2021,46099,17,Minnehaha ,SD,37.2,71802,71802,45.1,71130,49.2,20148,77.4,80.4,78766,40.8,,0,,0,,0,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,45023,17,Chester ,SC,21.4,6891,6891,25,6875,27.5,3562,57.6,93.3,8968,27.8,8967,32.5,8915,35.6,4167,67.4,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,31057,17,Dundy ,NE,24.1,408,408,27.3,408,29.4,216,48.8,86.6,448,26.5,448,29.9,447,32.2,230,51.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,1121,17,Talladega ,AL,17.5,14010,14010,20.2,13978,22.1,6887,46.6,92.1,18359,23,18358,26.5,18296,28.9,8371,56.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,22079,17,Rapides Parish,LA,24.1,31287,31285,28.8,31162,31.9,13493,62.2,95.2,37589,29,37587,34.6,37326,38.2,14924,68.7,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,20167,17,Russell ,KS,27.1,1857,1857,31.9,1856,34.6,936,55.3,93.1,2202,32.1,2202,37.8,2197,40.9,1044,61.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,32019,17,Lyon ,NV,18.8,10827,10827,21.9,10816,23.9,5719,46.9,95.8,15104,26.3,15104,30.5,15053,33.3,6636,54.4,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,51173,17,Smyth ,VA,17.7,5341,5341,20.1,5305,21.8,2423,35.6,50,7050,23.4,7048,26.6,6974,28.6,2856,42,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,1049,17,DeKalb ,AL,13.9,9946,9946,16.4,9936,18.3,5078,40.3,92.1,14397,20.1,14396,23.8,14375,26.4,6652,52.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,1091,17,Marengo ,AL,27,5093,5093,31.7,5083,34.8,2398,64,92.1,6684,35.4,6684,41.6,6666,45.6,2905,77.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,2198,17,Prince of Wales-Hyder Census Area,AK,33.3,2068,2068,39.1,2052,42.6,700,62.2,97.7,2317,37.4,2317,43.8,2292,47.5,746,66.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/1/2021,13081,17,Crisp ,GA,5.9,1315,1314,6.9,1312,7.7,598,13.9,48.6,1623,7.3,1622,8.6,1611,9.5,648,15,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,4003,17,Cochise ,AZ,30.5,38364,38364,35.5,38290,38.7,17863,61.3,97.6,50924,40.4,50924,47.1,50761,51.3,20923,71.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,47077,17,Henderson ,TN,22.5,6315,6315,26.3,6306,29,3215,60.3,98.1,7657,27.2,7656,31.9,7640,35.1,3576,67.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,54031,17,Hardy ,WV,16.8,2313,2313,19.4,2307,21.1,1037,33.5,53.5,2720,19.7,2719,22.8,2713,24.8,1133,36.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,1123,17,Tallapoosa ,AL,21.6,8703,8703,24.9,8692,27,4671,52,92.1,10554,26.1,10554,30.2,10520,32.7,5397,60.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,35003,17,Catron ,NM,18.1,640,640,19.5,640,20.6,397,26,76.1,,0,,0,,0,,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,42099,17,Perry ,PA,21.2,9827,9825,24.7,9812,26.9,5036,57.2,92.4,17312,37.4,17309,43.5,17242,47.4,8379,95.2,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,36053,17,Madison ,NY,35.8,25403,25403,40.7,25248,43.9,8623,64.4,97.2,30231,42.6,30229,48.5,29804,51.8,9473,70.7,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,55115,17,Shawano ,WI,31.8,12989,12987,36.7,12963,40.3,6029,68.3,97.2,15432,37.7,15429,43.6,15232,47.4,6401,72.5,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,47169,17,Trousdale ,TN,20,2262,2262,22.8,2262,24.4,940,64.3,98.1,2716,24.1,2716,27.4,2713,29.3,1025,70.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,18009,17,Blackford ,IN,24.9,2925,2925,28.9,2919,31.6,1728,67.1,98.5,3775,32.1,3775,37.3,3747,40.6,1843,71.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,39147,17,Seneca ,OH,28.9,15923,15923,33.4,15868,36.7,7590,74,97.5,16932,30.7,,0,,0,,0,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,48041,17,Brazos ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,26103,17,Marquette ,MI,41.2,27502,27502,46.7,27469,50.1,10814,82.6,94.8,33918,50.9,33917,57.6,33524,61.2,11518,88,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,20163,17,Rooks ,KS,31.6,1555,1555,36.8,1552,40.6,723,63.6,93.1,1727,35.1,1727,40.9,1720,44.9,794,69.8,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,33011,17,Hillsborough ,NH,8.4,35091,35079,9.7,35010,10.5,15268,22.6,84.7,73948,17.7,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,55111,17,Sauk ,WI,35.1,22640,22640,41.2,22529,45.2,10337,84.2,97.2,29110,45.2,29108,53,28727,57.7,11012,89.7,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,72121,17,Sabana Grande Municipio,PR,32.6,7074,7074,36.5,7073,39.7,3004,81.4,96,10188,46.9,10188,52.6,10145,56.9,3748,99.9,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,47129,17,Morgan ,TN,26.8,5745,5745,30.4,5737,33,2764,69.5,98.1,7184,33.6,7182,38.1,7159,41.2,3160,79.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,19163,17,Scott ,IA,34.7,59957,59954,41,59486,45,22746,78.7,97.4,75710,43.8,75702,51.8,74489,56.4,24647,85.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,51570,17,Colonial Heights city,VA,0.6,98,98,0.7,98,0.7,18,0.5,50,113,0.7,113,0.8,113,0.9,21,0.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
5/1/2021,5061,17,Howard ,AR,24.7,3258,3258,29.9,3249,33.3,1500,62.9,89,3921,29.7,3921,36,3903,40,1652,69.2,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,72117,17,Rincon Municipio,PR,20.2,2753,2752,22.6,2752,24.6,1315,56.6,96,3566,26.1,3562,29.2,3552,31.7,1433,61.7,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,28035,17,Forrest ,MS,20,14950,14949,23.7,14883,25.9,5767,55.4,98.6,17484,23.3,17482,27.7,17371,30.2,6231,59.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,5057,17,Hempstead ,AR,12.2,2636,2635,14.8,2634,16.5,1127,28.3,89,3999,18.6,3998,22.4,3988,24.9,1653,41.5,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,47183,17,Weakley ,TN,18,5991,5991,20.6,5986,22.2,3190,50.3,98.1,7767,23.3,7764,26.7,7744,28.8,3683,58.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,51550,17,Chesapeake city,VA,6.6,16129,16129,7.8,16039,8.6,4921,14.6,50,22634,9.2,22627,11,22264,12,5848,17.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,5087,17,Madison ,AR,18.2,3021,3021,21.4,3014,23.7,1534,47.8,89,4346,26.2,4346,30.8,4326,34,1895,59,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,20065,17,Graham ,KS,43.2,1072,1072,49.7,1072,54.4,454,65.3,93.1,1124,45.3,1124,52.1,1124,57.1,479,68.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,1043,17,Cullman ,AL,20.4,17059,17059,23.9,17025,26.2,8756,55.6,92.1,21231,25.3,21228,29.8,21169,32.6,9993,63.5,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,17091,17,Kankakee ,IL,23.6,25919,25917,27.5,25882,30.4,11234,59,97.5,36284,33,36275,38.5,35942,42.2,13638,71.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,48367,17,Parker ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/1/2021,47067,17,Hancock ,TN,19,1260,1260,22,1258,24,579,40.2,98.1,1456,22,1456,25.5,1452,27.7,636,44.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,29173,17,Ralls ,MO,17.6,1819,1819,20.3,1816,22.3,1002,43.7,90.7,2093,20.3,2093,23.4,2082,25.6,1056,46.1,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,21081,17,Grant ,KY,23.6,5914,5914,28.5,5900,31.9,2488,70.7,93.4,7660,30.6,7659,36.9,7607,41.1,2776,78.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,27159,17,Wadena ,MN,30.8,4219,4219,37.1,4206,41.5,2192,75,95.4,5244,38.3,5244,46.1,5187,51.1,2690,92.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,29031,17,Cape Girardeau ,MO,28.1,22130,22129,32.6,22094,35.6,9382,69.5,90.7,26894,34.1,26887,39.7,26739,43.1,10444,77.3,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,37153,17,Richmond ,NC,26.9,12079,12077,31.7,12054,34.9,5630,68.8,96.4,14324,32,14322,37.6,14245,41.3,5938,72.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,20135,17,Ness ,KS,32.4,890,890,37.4,888,40.7,473,64,93.1,1056,38.4,1056,44.4,1053,48.3,529,71.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,29119,17,McDonald ,MO,13.1,2990,2990,15.7,2983,17.6,1292,36.3,90.7,3801,16.6,3800,20,3760,22.1,1442,40.5,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,72111,17,Penuelas Municipio,PR,19.4,3742,3742,21.8,3740,23.7,1438,43.9,96,6666,34.6,6665,38.8,6605,41.8,2002,61.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,51775,17,Salem city,VA,4,1005,1005,4.5,1005,4.9,53,1.1,50,,0,,0,,0,,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,47155,17,Sevier ,TN,22.4,21970,21969,25.8,21903,28,11145,55.8,98.1,28292,28.8,28290,33.2,28114,35.9,12596,63.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,38071,17,Ramsey ,ND,38.8,4467,4465,46.3,4440,50.2,1797,76.9,95.7,4948,43,4944,51.3,4909,55.5,1922,82.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,6065,17,Riverside ,CA,25.4,628284,628277,30.3,623215,33.6,234436,64.1,96.9,899307,36.4,899238,43.4,882439,47.5,282474,77.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,6061,17,Placer ,CA,33.4,132874,132873,38.8,131935,42.5,57655,72.6,96.9,179228,45,179216,52.3,175846,56.7,65505,82.5,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,37117,17,Martin ,NC,58.2,13050,13048,67.1,13001,72.6,6357,99.9,96.4,15824,70.5,15819,81.3,15679,87.5,6788,99.9,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
5/1/2021,27135,17,Roseau ,MN,29.7,4499,4499,35.1,4464,38.8,2068,75.2,95.4,5723,37.7,5722,44.7,5631,49,2243,81.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,40057,17,Harmon ,OK,29.6,786,786,35.1,778,39.1,359,67.4,93.1,932,35.1,932,41.7,920,46.2,420,78.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,53011,17,Clark ,WA,28.6,139479,139476,33.7,138901,37.2,60315,77.4,95.7,198136,40.6,198129,47.9,195211,52.3,65140,83.6,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,28105,17,Oktibbeha ,MS,28.2,13975,13975,32,13915,34.1,4289,72,98.6,15733,31.7,15732,36,15641,38.3,4624,77.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,1025,17,Clarke ,AL,24.4,5773,5773,28.3,5765,31,2886,59.6,92.1,7627,32.3,7626,37.4,7605,40.9,3579,73.9,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,49007,17,Carbon ,UT,19.9,4063,4061,23.7,4057,26.7,1715,46.5,96.1,7222,35.3,7215,42.2,7105,46.7,2889,78.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,13027,17,Brooks ,GA,17.7,2735,2735,20.7,2724,22.5,1432,46.4,48.6,3288,21.3,3288,24.8,3275,27,1561,50.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,41037,17,Lake ,OR,24.1,1894,1894,27.5,1894,29.8,1059,52.9,97.4,2133,27.1,2133,31,2130,33.5,1149,57.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,31049,17,Deuel ,NE,17.6,316,316,20.4,316,22.5,194,46.2,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
