State,Airport Name,Loc ID,Associated City,County,Enplane- ments2,HUB3,"Ozone
(8-Hour)4",CO,PM10  ,PM2.5,Note5,VALE Eligible,,,,,,,,,,,,,,
UT,St George Regional,SGU,St. George,Washington,"69,680",N,,,,,,No,,,,,,,,,,,,,,
UT,Provo Municipal,PVU,Provo,Utah,"65,307",N,,Maintenance,Moderate,Moderate,,Yes,,,,,,,,,,,,,,
UT,Ogden-Hinckley,OGD,Ogden,Weber,"16,577",N,,Maintenance,Moderate,Moderate,,Yes,,,,,,,,,,,,,,
UT,Cedar City Regional,CDC,Cedar City,Iron,"14,334",N,,,,,,No,,,,,,,,,,,,,,
VA,Ronald Reagan Washington National,DCA,Arlington,Arlington,"11,242,375",L,Marginal,Maintenance,,Maintenance,,Yes,,,,,,,,,,,,,,
VA,Washington Dulles International,IAD,Dulles,Loudoun,"10,363,974",L,Marginal,,,Maintenance,,Yes,,,,,,,,,,,,,,
VA,Richmond International,RIC,Highland Springs,Henrico,"1,740,391",S,,,,,,No,,,,,,,,,,,,,,
VA,Norfolk International,ORF,Norfolk,Norfolk,"1,515,200",S,,,,,,No,,,,,,,,,,,,,,
VA,Roanoke-Blacksburg Regional/Woodrum Field,ROA,Roanoke,Roanoke,"300,181",N,,,,,,No,,,,,,,,,,,,,,
VA,Charlottesville-Albemarle,CHO,Charlottesville-Albemarle Airport,Albemarle,"274,767",N,,,,,,No,,,,,,,,,,,,,,
VA,Newport News/Williamsburg International,PHF,Newport News,Newport News,"202,104",N,,,,,,No,,,,,,,,,,,,,,
VA,Lynchburg Regional/Preston Glenn Field,LYH,Timberlake,Campbell,"75,824",N,,,,,,No,,,,,,,,,,,,,,
VA,Shenandoah Valley Regional,SHD,Weyers Cave,Augusta,"5,536",None,,,,,,No,,,,,,,,,,,,,,
VI,Cyril E King,STT,Charlotte Amalie,St. Thomas,"706,098",S,,,,,,No,,,,,,,,,,,,,,
VI,Henry E Rohlsen,STX,Christiansted,St. Croix,"176,588",N,,,,,,No,,,,,,,,,,,,,,
VT,Burlington International,BTV,Burlington,Chittenden,"581,143",S,,,,,,No,,,,,,,,,,,,,,
VT,Rutland - Southern Vermont Regional,RUT,Rutland,Rutland,"5,379",None,,,,,,No,,,,,,,,,,,,,,
WA,Seattle-Tacoma International,SEA,Seattle,King,"20,148,980",L,,Maintenance,,,,Yes,,,,,,,,,,,,,,
WA,Spokane International,GEG,Spokane,Spokane,"1,515,351",S,,Maintenance,Maintenance,,,Yes,,,,,,,,,,,,,,
WA,Bellingham International,BLI,Bellingham,Whatcom,"447,693",S,,,,,,No,,,,,,,,,,,,,,
WA,Tri-Cities,PSC,Pasco,Franklin,"348,990",N,,,,,,No,,,,,,,,,,,,,,
WA,Yakima Air Terminal/McAllister Field,YKM,Yakima,Yakima,"63,747",N,,Maintenance,Maintenance,,,Yes,,,,,,,,,,,,,,
WA,Pangborn Memorial,EAT,East Wenatchee,Douglas,"62,319",N,,,,,,No,,,,,,,,,,,,,,
WA,Pullman/Moscow Regional,PUW,Pullman,Whitman,"50,883",N,,,,,,No,,,,,,,,,,,,,,
WA,Walla Walla Regional,ALW,Walla Walla,Walla Walla,"41,272",N,,,,,,No,,,,,,,,,,,,,,
WA,Boeing Field/King County International,BFI,Seattle,King,"18,945",N,,Maintenance,,,,Yes,,,,,,,,,,,,,,
WA,Friday Harbor,FHR,Friday Harbor,San Juan,"11,254",N,,,,,,No,,,,,,,,,,,,,,
WA,Orcas Island,ORS,Eastsound,San Juan,"5,204",None,,,,,,No,,,,,,,,,,,,,,
WA,Friday Harbor,W33,Friday Harbor,San Juan,"2,555",None,,,,,,No,,,,,,,,,,,,,,
WI,General Mitchell International,MKE,Milwaukee,Milwaukee,"3,229,897",M,,,,Maintenance,C,Yes,,,,,,,,,,,,,,
WI,Dane County Regional-Truax Field,MSN,Madison,Dane,"826,640",S,,,,,,No,,,,,,,,,,,,,,
WI,Green Bay-Austin Straubel International,GRB,Green Bay,Brown,"295,245",N,,,,,C,No,,,,,,,,,,,,,,
WI,Appleton International,ATW,Appleton,Outagamie,"258,321",N,,,,,,No,,,,,,,,,,,,,,
WI,Central Wisconsin,CWA,Mosinee,Marathon,"126,016",N,,,,,D,No,,,,,,,,,,,,,,
WI,La Crosse Regional,LSE,La Crosse,La Crosse,"94,874",N,,,,,,No,,,,,,,,,,,,,,
WI,Rhinelander-Oneida County,RHI,Rhinelander,Oneida,"20,673",N,,,,,C,No,,,,,,,,,,,,,,
WI,Chippewa Valley Regional,EAU,Eau Claire,Chippewa,"19,332",N,,,,,,No,,,,,,,,,,,,,,
WV,Yeager,CRW,Charleston,Kanawha,"225,170",N,,,,Maintenance,,Yes,,,,,,,,,,,,,,
WV,Tri-State/Milton J Ferguson Field,HTS,Huntington,Wayne,"101,741",N,,,,Maintenance,,Yes,,,,,,,,,,,,,,
WV,North Central West Virginia,CKB,Clarksburg,Harrison,"24,087",N,,,,,,No,,,,,,,,,,,,,,
WV,Morgantown Municipal-Walter L Bill Hart Field,MGW,Morgantown,Monongalia,"7,163",None,,,,,,No,,,,,,,,,,,,,,
WV,Greenbrier Valley,LWB,Lewisburg,Greenbrier,"6,233",None,,,,,,No,,,,,,,,,,,,,,
WV,Mid-Ohio Valley Regional,PKB,Parkersburg,Wood,"4,409",None,,,,Maintenance,,Yes,,,,,,,,,,,,,,
WY,Jackson Hole,JAC,Jackson,Teton,"313,151",N,,,,,,No,,,,,,,,,,,,,,
WY,Casper/Natrona County International,CPR,Casper,Natrona,"103,123",N,,,,,,No,,,,,,,,,,,,,,
WY,Yellowstone Regional,COD,Cody,Park,"33,278",N,,,,,,No,,,,,,,,,,,,,,
WY,Gillette-Campbell County,GCC,Gillette,Cambell,"30,502",N,,,,,,No,,,,,,,,,,,,,,
WY,Rock Springs-Sweetwater County,RKS,Rock Springs,Sweetwater,"17,657",N,Marginal,,,,,Yes,,,,,,,,,,,,,,
WY,Laramie Regional,LAR,Laramie,Albany,"14,741",N,,,,,,No,,,,,,,,,,,,,,
WY,Cheyenne Regional/Jerry Olson Field,CYS,Cheyenne,Laramie,"3,650",None,,,,,,No,,,,,,,,,,,,,,
WY,Riverton Regional,RIW,Riverton,Fremont,"3,537",None,,,,,,No,,,,,,,,,,,,,,
